rChi^2    R[1]     R[2]    R[3]    R[4]    R[5]    R[6]    R[7]    R[8]    R[9]    R[10]    R[11]   Q0   Q1   Q2   Q3   Q4   Q5   Q6   Q7   Q8   Q9   Q10   Q11   
9.45347 0.945156 1.84196 2.57337 2.85992 3.59533 4.12791 4.78105 5.36834 5.9772 6.34022 6.57365 7.45755 1014.06 -361.441 -1216.3 -1210.97 246.831 2146.07 2468.65 -1989.84 -5212.98 -276.95 5457.54 -1053.1
9.48937 0.964155 1.70791 1.94882 2.63262 2.71584 3.26926 3.60179 4.58438 4.97873 5.94158 6.57174 7.28182 1132.14 -120.244 -520.364 -1101.77 -1074.77 -120.673 1064.69 3087.89 295.181 -8088.62 7248.94 -1790.81
9.08296 0.88783 0.933946 1.80486 2.60938 3.28355 3.77733 4.64029 5.3899 6.03543 6.12922 7.00404 7.83296 306.907 283.069 -281.224 -728.322 -528.712 190.429 1868.89 823.832 -1943.96 -2092.42 2896.09 -783.065
9.05358 0.876717 1.78772 2.32676 2.67577 3.22397 3.92654 4.33464 5.23735 5.68543 6.37982 7.36773 7.69776 574.396 -66.647 -461.003 -615.193 -501.312 487.024 1264.68 802.793 -1228.28 -1718.49 3752.95 -2279.4
8.92157 0.949121 1.08424 1.09945 1.47476 2.35003 3.08302 3.76817 4.74022 5.67359 6.40739 7.35849 7.85649 216.648 152.315 144.732 -61.7239 -566.284 -611.946 125.281 1738.52 -468.522 -2223.14 2930.57 -1364.96
9.34057 0.802442 1.74776 2.32022 3.03568 3.68474 3.71537 4.34337 5.02884 5.95124 6.04518 6.88207 7.37084 804.02 -241.657 -881.374 -1005.65 108.034 188.169 1854.72 1435.15 -2829.79 -2635.74 5572.49 -2356.81
8.34202 0.45142 1.22859 2.18394 3.16019 3.76536 4.31167 5.05505 5.53423 6.30698 7.0939 7.82856 8.62162 139.618 38.7386 -155.499 -270.865 -131.042 181.124 561.273 332.114 -858.683 -590.091 1172.01 -407.298
9.65182 0.227483 1.11076 1.85329 2.23331 3.17964 3.56682 3.64694 4.55518 5.15042 5.7415 6.39646 7.32554 1195.15 114.383 -1099.27 -1569 -737.42 739.483 1102.31 3510.33 -1033.8 -6758.54 5578.27 -1030.3
9.05871 0.721702 1.64146 2.38654 3.07209 4.03481 4.36895 4.52361 5.28871 5.61586 6.07609 7.03949 8.01724 506.481 -57.3809 -612.618 -821.614 179.049 782.471 1025.08 660.219 -634.76 -2514.4 1985.78 -486.8
9.26535 0.764157 1.5192 2.40566 2.71167 3.34153 3.89055 4.82814 5.13717 5.8383 6.21722 6.72839 7.66685 634.732 -0.276461 -749.31 -823.141 -305.834 930.566 2011.8 859.509 -3453.59 -2735.56 4474.37 -831.724
8.855 0.476976 1.4114 2.1727 3.12882 3.96384 4.174 5.0532 5.53532 6.36936 7.275 7.40849 7.98914 340.727 -3.54588 -394.734 -593.03 116.963 422.759 1111.69 44.1427 -2519.51 938.853 1489.5 -942.326
8.87011 0.852555 1.40582 2.00026 2.88485 3.0163 3.84267 4.77119 5.72544 6.63193 6.88842 7.84054 7.99831 393.461 92.5867 -287.809 -562.073 -522.276 457.147 1789.73 -1630.25 -1293.02 1263.97 2593.71 -2283.69
9.56684 0.940791 1.13735 1.80415 1.90945 2.81657 2.98827 3.28272 3.98545 4.79443 5.65273 6.64133 7.19113 900.458 590.01 -587.056 -762.488 -1249.22 -986.06 -187.705 2928.56 3055.09 -7179.88 5713.52 -2223.64
9.02061 0.717385 1.54095 2.51324 3.14031 3.29305 4.23579 4.70082 5.56756 5.71716 6.12978 7.09784 8.01108 403.078 3.21962 -527.27 -528.7 -442.196 902.177 1571.88 30.2131 -649.739 -2199.26 1984.42 -536.306
9.42208 0.667339 1.46988 2.34673 3.29603 4.05543 4.71303 5.04399 5.46164 5.86242 6.13391 6.97796 7.22979 884.51 -191.548 -1415.65 -864.863 1585.35 2277.97 854.388 -2129.61 -3010.66 -490.775 7426.82 -4914.36
8.60683 0.318426 0.989111 1.77374 2.46448 3.45892 3.87339 4.60011 5.14212 6.03674 7.03279 7.65447 8.34158 202.785 85.7464 -128.465 -329.649 -284.679 -26.1913 635.323 738.324 -1117.75 -751.275 1570.53 -583.266
9.13946 0.79573 1.62457 2.30447 2.92175 3.87336 4.06231 4.3773 5.21021 6.15375 6.63725 6.92622 7.83568 613.755 -52.1942 -680.354 -946.177 127.704 536.99 1185.99 594.488 -3537.27 -397.737 3267.24 -700.914
8.97685 0.792053 1.35575 2.17035 2.22943 2.70422 3.43159 4.19051 5.18846 6.06259 6.2953 7.07961 8.01947 411.721 157.759 -296.338 -326.091 -490.134 -236.322 891.157 1433.32 -1571.55 -1800.13 2402.84 -564.723
9.61357 0.309144 0.518573 1.27507 1.5838 2.46624 3.28331 3.58685 4.51239 5.00164 5.79467 6.72846 7.04677 826.58 615.314 -375.245 -848.881 -1674.97 -187.739 1036.43 3202.19 -89.6883 -6269.72 8649.46 -4872.13
7.99205 0.332712 0.912652 1.88109 2.75201 3.631 4.41677 5.26225 5.88788 6.60872 7.5164 8.17947 9.06172 79.5591 44.7108 -54.7871 -156.86 -135.247 119.593 405.296 105.013 -596.008 -253.539 699.051 -245.437
8.74795 0.94361 1.90077 2.78151 3.22275 3.73335 4.3116 4.87692 5.6773 6.30289 6.72594 7.53703 8.0465 317.752 -79.8197 -420.005 -412.347 -123.005 533.33 1045.72 -40.2084 -1355.12 -671.686 2320.92 -1104.05
9.08729 0.907889 1.71418 2.50339 3.46542 4.18652 4.62862 5.08305 5.14089 5.47512 6.23879 7.22571 7.6179 564.564 -136.605 -845.451 -653.501 641.34 1236.99 695.365 507.512 -1031.86 -2925.91 4208.38 -2249.31
9.30096 0.934812 1.86453 2.30128 2.54189 3.39556 4.13727 4.47792 5.445 5.63904 6.48841 7.05204 7.5028 892.977 -183.163 -695.776 -900.911 -582.07 1277.02 2091.53 -573.163 -2000.58 -1583.4 4229.06 -1959.97
9.72216 0.562527 1.34043 1.52568 2.42814 3.22009 3.44415 3.9452 4.53864 5.25838 5.82428 6.67132 6.89861 1546.45 -178.357 -658.467 -2365.07 -881.154 218.728 2962.22 3439.12 -4158.54 -3824.68 11638.1 -7726.73
9.47884 0.982405 1.61533 2.321 2.73151 2.80241 2.91442 3.45331 3.84395 4.71733 5.69317 6.64328 7.41957 960.82 86.7156 -789.49 -890.655 -854.951 -760.529 395.774 1819.52 3150.37 -6084.32 4130.46 -1152.13
9.16131 0.257419 1.07299 1.8221 2.4125 3.19904 4.13092 4.84558 4.85723 5.7311 6.10812 6.94352 7.82614 432.354 123.849 -301.531 -610.764 -569.916 606.905 1156.6 1148.12 -1561.29 -2407.69 2680.48 -685.587
9.30165 0.80509 1.32468 2.00091 2.25752 3.09494 3.5801 4.21363 4.5538 5.45975 6.33435 7.20187 7.43502 752.052 221.641 -585.847 -844.711 -878.607 -21.6531 1579.63 1911.78 -2520.73 -1274.54 5552.5 -3879.95
9.35872 0.74432 1.50419 1.96066 2.57942 3.06385 3.4848 4.39751 4.41143 5.20539 6.14251 6.8914 7.36926 759.168 28.6288 -468.781 -902.695 -737.225 -84.7555 1760.26 1766.73 -1053.84 -4333.65 5667.44 -2389.72
9.53232 0.74579 1.6643 2.2085 2.84696 3.56475 4.307 5.23073 5.7338 6.1187 6.63713 7.04088 7.17303 1139.11 -322.559 -1181.13 -1385.92 412.919 3457.68 306.109 -4012.4 -2677.64 5774.09 2711.78 -4210.45
9.79801 0.784469 1.23343 2.19282 2.77503 3.01384 3.90772 4.64797 5.1497 5.37145 6.1272 6.19953 7.17394 1411.81 255.559 -2132.31 -1912.25 -1091.43 5065.37 5197.55 -3455.62 -8216.05 939.574 5011.06 -1061.64
9.10058 0.375493 0.581558 1.50457 2.42743 3.10737 4.04382 4.82877 4.99408 5.17883 6.17386 6.96145 7.8559 299.474 231.004 -199.643 -646.003 -546.332 655.893 1014.95 660.324 16.0437 -3812.34 3047.2 -709.052
9.78379 0.711749 1.68003 2.02331 2.8475 3.78587 4.3309 4.39214 5.02827 5.56226 6.53994 6.60889 6.81658 1740.28 -660.813 -1525.3 -2131.29 1394.48 2966.95 2911.22 -1885.11 -7172.04 6856.05 5389.44 -7872.25
9.67841 0.852294 1.0772 1.16212 1.79975 2.5882 3.30006 3.64946 4.57808 5.39438 6.38809 6.39075 7.30387 1071.57 525.164 303.05 -1474.32 -2630.39 -402.489 2025.78 5736.27 -8580.7 2139.63 2285.73 -987.693
9.04292 0.764437 1.10589 1.70509 2.41863 2.54332 3.13159 4.01386 4.83275 5.68782 6.52617 7.51887 7.74558 408.025 233.767 -140.932 -523.835 -553.827 -394.435 940.966 1577.14 -1950.4 -572.959 3741.42 -2753.42
9.27801 0.497715 1.24997 1.40147 2.18677 2.99168 3.87547 4.7819 5.1049 5.92373 6.27442 6.7052 7.66746 626.689 56.6421 -87.0128 -826.881 -911.958 778.261 1926.53 750.442 -3990.73 -2244.69 4746.78 -812.518
9.33491 0.67001 0.96103 1.45855 1.74151 2.20321 2.97297 3.68088 4.05682 4.8972 5.87339 6.79739 7.61689 615.373 388.194 -94.9795 -401.063 -858.301 -993.899 257.517 1349.24 1969.91 -4651.1 3327.03 -896.355
9.36374 0.9044 1.73035 2.61572 3.02091 3.21485 3.63847 4.21824 5.19735 5.42969 6.38024 7.10621 7.35077 928.753 -332.319 -1274.66 -974.719 -577.553 852.424 3246.09 251.15 -2488.36 -1820.95 6515.88 -4314.18
9.01639 0.361368 1.10384 1.86059 2.85867 3.21303 3.91253 4.62822 5.51763 6.01589 6.39645 7.16282 7.882 350.247 90.0908 -293.951 -600.386 -467.27 386.951 1539.9 345.222 -1508.68 -1625.77 2659.32 -864.158
8.44583 0.943407 1.5752 1.70476 2.35564 3.0739 3.9843 4.76408 5.61893 6.06567 6.99626 7.78061 8.43706 219.885 39.6486 -4.8342 -238.61 -386.236 -3.10684 770.312 388.609 -724.699 -990.663 1549.06 -607.951
9.11771 0.953832 1.25794 1.92013 2.90857 3.77555 4.52688 4.9057 5.29431 5.55706 6.36422 7.22186 7.57462 480.506 210.746 -487.891 -1117.53 -26.1267 1560.82 1425.75 -68.0859 -1681.61 -2354.95 4707.2 -2637.3
9.21141 0.820118 0.896938 1.78641 2.65937 3.17896 3.46461 4.18928 4.57677 5.37174 6.08605 6.81052 7.80636 371.817 325.416 -350.229 -849.602 -636.475 -260.143 1274.36 1827.54 -462.099 -3788.88 3185.2 -625.374
8.42387 0.983932 1.67519 1.90887 2.6684 3.40465 4.12189 5.03659 5.59582 6.18029 6.99246 7.63843 8.56857 212.223 23.8792 -53.1899 -288.235 -304.05 115.163 821.657 363.814 -987.03 -920.896 1399.39 -371.309
9.43582 0.942076 1.24962 2.09882 2.30719 3.30136 3.80538 4.58701 5.50612 5.98649 6.45897 7.01644 7.26331 851.245 410.949 -955.369 -1217.28 -733.416 971.55 3259.29 -2035.86 -3831.12 1819.78 5517.41 -4045.6
9.81418 0.176678 1.02565 1.7963 2.73689 3.40602 4.2899 4.86502 5.37408 6.06785 6.22954 6.98651 7.04003 1544.06 -41.6569 -1902.47 -2190.31 1043.79 5689.09 774.896 -9071.07 -1411.73 6633.24 3712.17 -4768.38
9.30496 0.895957 1.69964 2.50136 2.88502 3.19933 4.16296 5.14347 5.69795 6.4313 7.1148 7.14381 7.36573 777.527 -161.431 -909.384 -835.902 -417.113 2579.58 1398.56 -3421.08 -1219.14 3648.19 3165.56 -4593.82
9.55118 0.35326 1.35169 1.72208 2.46874 3.13711 3.42643 4.20829 5.06206 5.41602 6.13136 6.76682 7.17018 1078.26 -124.437 -676.758 -1395.57 -643.654 273.1 3392.94 951.109 -2941.34 -3730.93 7183.34 -3354.47
9.64574 0.922643 1.32645 1.98522 2.00415 2.56969 3.45322 4.42496 5.26747 5.51519 6.17662 7.16667 7.2387 1483.55 524.62 -1121 -1161.29 -1817.94 818.35 5539.8 -2481.12 -5715.7 3990.88 5630.2 -5678.74
9.29635 0.845131 1.35552 2.09797 2.76024 3.59284 4.11614 4.6815 5.27033 6.18155 6.2992 7.07637 7.36486 726.744 143.282 -818.727 -1230.07 -63.904 1394.04 1834.3 -1130.46 -2544.97 -973.49 6761.03 -4086.23
8.84815 0.884299 1.3888 2.27576 3.2528 3.75028 4.12429 4.585 5.49375 5.86837 6.60757 7.49196 7.9208 350.253 78.669 -509.571 -669.028 -183.543 443.85 1245.51 448.444 -1084.45 -1466.01 2845.98 -1488.62
9.46516 0.812251 1.53315 2.14953 2.86053 3.55319 3.74229 4.68018 5.48351 5.90213 6.86844 6.94589 7.17056 1014.69 -98.585 -1108.06 -1441.11 147.683 909.902 3517.67 -1849.64 -4048.07 4583.18 3530.52 -5146.6
9.72734 0.992259 1.49431 1.66373 2.25789 2.85676 3.7323 3.95301 4.8651 5.36942 6.31159 6.4324 7.19545 1832.66 161.713 -445.716 -2302.68 -2618.32 1960.37 3642.97 2618.12 -7899.88 -891.651 5285.81 -1331.77
9.62801 0.439294 1.0568 1.91182 2.70205 3.60867 4.46196 5.01599 5.47401 6.25453 6.48783 6.56156 7.18758 1043.58 185.99 -1317.8 -1809.62 979.316 4073 688.761 -5878.04 -3661.27 2789.42 4850.83 -1932.56
9.41439 0.920169 1.72869 2.54985 2.84917 3.71367 3.97326 4.25407 5.06671 5.37337 5.81383 6.63287 7.61147 952.084 -190.846 -1249.58 -1335.2 185.414 1081.31 2018.26 1395.99 -997.954 -4640.4 3510.06 -717.566
9.42812 0.94981 1.54457 2.45418 2.96792 3.80601 4.32622 4.65151 4.75046 5.09904 5.91108 6.75457 7.29525 819.105 10.2431 -1188.36 -1258.14 362.916 1567.24 1466.52 1204.16 -724.67 -5880.25 5872.73 -2239.92
9.55261 0.450103 1.05771 1.10774 1.67067 2.34767 3.02532 3.97342 4.36128 5.29909 5.75755 6.61214 7.36932 822.201 214.893 154.682 -594.653 -1361.12 -1182.08 1643.68 2808.65 -808.997 -4697.48 4207.84 -1196.03
9.59697 0.940402 1.81452 2.64033 3.07848 3.72277 4.31449 4.34525 4.73596 5.19898 5.89968 6.53441 7.1357 1188.52 -533.95 -1673.6 -1372.22 553.489 2276.03 2295.88 1372.97 -2855.22 -6501.28 7634.31 -2373.34
9.0416 0.816891 1.56825 1.92674 2.51194 2.96424 3.95871 4.88541 5.77097 6.18859 7.02625 7.10743 7.91508 493.772 53.5508 -200.008 -555.842 -631.674 476.776 1967.21 -827.605 -2531.46 911.842 1544 -689.043
8.985 0.868632 1.86258 2.56771 3.4799 4.35637 4.95901 5.54371 6.37328 6.52669 7.02214 7.56197 7.7605 497.723 -205.189 -689.461 -467.021 979.82 1279.4 -559.77 -2066.56 -1271.11 2633.04 2126.88 -2246.26
8.58818 0.804106 1.78721 2.68499 2.94992 3.90925 4.69184 5.32992 5.94479 6.8541 7.57881 7.95746 8.22195 257.981 -29.2812 -311.869 -344.012 24.328 730.974 586.875 -831.183 -1137.73 1227.94 1007.42 -1169.99
8.25367 0.99562 1.88349 2.19856 3.0406 3.89826 4.85056 5.32989 5.69095 6.37567 7.3578 8.10745 8.60211 182.642 -13.1952 -98.5226 -275.6 -136.753 436.819 464.008 119.142 -983.575 -215.729 1176.58 -644.429
9.73482 0.92272 1.38435 2.1296 3.12341 3.60982 4.28416 4.52956 4.61423 5.47532 6.16753 6.41399 6.94221 1465.62 90.3361 -2203.49 -2061.67 338.925 3259.6 2684.59 2139.45 -10696.9 -776.365 9019.03 -3247.48
8.83085 0.583225 1.26081 1.94989 2.52437 3.52109 4.23768 4.76511 5.3894 6.09386 6.91903 7.54355 8.01123 325.328 92.2613 -238.705 -495.205 -371.691 436.431 985.582 405.454 -1811.55 -383.634 2202.55 -1135.34
9.36368 0.538891 0.676686 1.35459 1.95725 2.93618 3.89935 4.74998 5.52993 6.24675 6.81115 6.91221 7.37771 516.854 416.96 -210.56 -868.353 -1156.64 1058.31 2594.56 -2040.78 -3961.83 2545.02 3411.63 -2293.62
8.942 0.835744 1.67702 2.29291 2.58679 3.47346 4.33366 5.28633 5.5233 6.40071 7.33171 7.5132 7.7709 476.182 -14.1841 -411.059 -540.494 -250.981 1151.32 761.712 -234.707 -2606.07 2251.59 1666.31 -2238.13
8.82375 0.759067 0.964424 1.81916 2.28606 3.11859 3.99111 4.75652 5.40457 6.19307 6.4994 7.45353 7.98017 244.99 183.708 -159.556 -362.157 -482.788 164.964 1004.42 532.506 -1308.45 -1116.06 2435.58 -1125.67
9.78486 0.24201 1.20422 2.12726 2.8731 3.4468 3.47833 4.11297 4.93443 5.86472 6.31237 6.63407 6.861 1496.24 -322.121 -2269.62 -1848 757.686 944.796 4159.93 -1302.67 -8456.21 5312.72 8360.28 -6821.41
9.79882 0.463416 1.14692 1.95968 2.87438 3.11828 3.81851 4.371 4.96817 5.00902 5.71769 6.22996 7.05575 1457.66 25.8064 -1939.68 -1851.67 -940.943 3256.41 4786.67 -1135.82 -1842.76 -9139.26 9007.88 -1672.66
8.93338 0.881346 1.5181 1.99091 2.41699 3.23844 4.14817 4.70199 5.69318 6.56445 6.74173 7.36076 7.85412 456.984 84.7876 -249.767 -525.379 -608.043 554.971 1352.97 -793.556 -1534.96 -500.613 3196.66 -1422.56
8.89639 0.591753 1.18999 1.88265 2.78713 3.49624 4.27528 4.89457 5.5889 5.79529 6.7801 7.76539 7.96742 371.363 102.71 -316.604 -700.324 -327.695 938.614 1456.57 -562.935 -1532.76 45.5469 2661.1 -2124.1
9.25962 0.973921 1.69653 2.05709 2.58262 3.46662 3.93508 4.76598 5.09595 5.46882 6.37603 6.84133 7.60506 885.858 -73.7997 -586.173 -1117.46 -395.147 986.378 2281.72 792.148 -2609.09 -4012.67 5008.61 -1148.83
9.44641 0.979957 1.38018 1.51608 2.27823 3.12537 3.75756 4.46939 4.91837 5.38697 5.71022 6.69128 7.40152 846.713 196.858 -47.9394 -1369.64 -1439.01 469.322 3061.21 2382.74 -1755.86 -5242.49 4234.9 -1325.23
9.76056 0.768099 1.12107 1.80789 2.59332 3.54124 4.21167 4.24736 4.35521 5.15697 5.45701 6.43309 7.03973 1255.59 505.862 -1255.82 -2667.07 -601.004 2457.47 2550.39 2733.9 -2479.3 -6339.05 5976.27 -2125.62
9.74179 0.920645 1.51374 1.86355 2.83238 3.10159 3.93075 4.56157 4.79856 5.45699 6.24298 6.44878 6.94248 1617.53 -122.417 -1186.93 -2144.89 -1361.98 3491.88 3953.72 1577.23 -10592.8 66.3377 8022.87 -3308.97
9.71124 0.690343 1.38388 2.02691 2.6553 3.08877 4.05175 4.50589 5.12262 5.29371 6.06146 6.63885 6.95197 1340.71 0.56882 -1308.8 -1702.61 -872.66 3519.05 3819.97 -1918.27 -4313.92 -2709.68 9363.35 -5206.1
9.04873 0.820458 1.80329 2.56881 3.39769 4.22999 5.229 5.50674 6.50499 6.50509 6.8714 7.2707 7.649 573.426 -259.096 -839.581 -443.631 1440.02 1002.81 -633.54 -2075.19 -2074.34 1652.18 3981.54 -2313.08
9.12624 0.774471 1.43477 2.27339 2.9382 3.64107 4.40701 5.00194 5.5977 5.92042 6.75812 7.67072 7.79237 536.411 49.9274 -668.77 -856.531 -70.1722 1628.56 1640.59 -1166.91 -2806.68 1760.15 2238.67 -2273.71
8.89674 0.529462 1.18246 1.91584 2.91569 3.27651 3.49778 4.27766 5.27205 5.58497 6.3397 7.17609 8.06995 318.646 80.7507 -280.134 -516.226 -334.559 -117.464 1143.52 1033.06 -250.546 -2803.46 2323.37 -585.462
9.72388 0.654871 1.49652 2.30196 2.7169 2.73869 3.64609 4.48774 4.64012 5.36341 6.02922 6.82343 6.96181 1415.03 -287.362 -1521.77 -1245.83 -1205.08 2594.65 3272.41 1956.53 -8421.56 1751.4 10263.7 -8560.49
9.19682 0.756203 1.59579 2.50447 3.06516 3.92553 4.30534 4.81944 5.12896 5.89556 6.72529 7.23426 7.56627 580.976 -76.9372 -823.929 -856.6 347.172 1085.38 1277.53 441.306 -3634.77 466.99 3453.8 -2249.38
9.8103 0.955518 1.70365 1.85664 2.28523 3.2521 3.83829 4.29476 4.41378 5.34658 5.57019 6.22912 6.98634 2133.19 -393.513 -935.694 -2232.57 -1729.2 1477.34 3486.5 3563.64 -5158.14 -6743.3 8524.86 -1981.49
9.54275 0.739318 1.60125 2.32415 2.72693 3.15291 3.41934 4.29673 4.45302 5.2021 6.02823 6.75963 7.11991 1014.52 -176.942 -1064.23 -1110.83 -544.719 149.001 2526.21 2459.75 -2576.66 -4640.4 8104.89 -4129
8.4408 0.921316 1.45302 2.39111 2.95893 3.67223 4.65875 5.59615 6.51435 6.73234 7.23482 7.84586 8.38524 176.756 60.9982 -198.152 -294.227 -152.681 620.6 520.797 -845.981 -776.669 190.443 1449.47 -739.938
9.59951 0.698972 0.699213 1.21768 1.70266 2.58029 3.54222 4.42512 4.98576 5.5978 5.75465 6.6501 7.0814 666.552 666.252 -83.6439 -911.058 -1851.9 234.586 3506.03 1703.61 -3703.91 -4225.74 7445.2 -3434.38
9.4572 0.589284 1.13612 2.13008 2.57781 2.69449 3.54045 4.49461 5.46966 5.73116 6.01727 6.75235 7.35033 682.742 242.809 -703.635 -870.94 -847.277 541.823 3287.44 -528.808 -2249.66 -2713.93 4917.2 -1746.18
9.71047 0.466896 1.23322 1.89793 2.78768 3.64086 4.20934 4.84077 5.47453 5.78226 6.04016 6.53741 6.94663 1294.86 -27.7211 -1426.8 -2046.06 829.404 3339.06 2027.08 -4118.68 -4334.8 -761.726 9563.7 -4326.71
9.41269 0.8357 1.40106 2.2076 3.05182 3.51185 4.48574 5.40431 6.29615 6.4226 6.63918 6.83965 7.277 884.266 17.5813 -1276.75 -1160.89 218.173 3935.72 -2458.88 -4166.2 -1784.9 2810.13 5964.26 -2970.93
8.72003 0.748319 1.62155 1.89963 2.47553 3.30811 4.17594 4.93367 5.42463 6.12965 6.54698 7.53655 8.10773 305.978 12.5473 -106.477 -342.294 -410.706 244.905 899.52 524.562 -1084.49 -1167.41 2046.69 -911.357
9.34959 0.804781 1.57608 2.1631 3.03581 3.35494 4.26154 4.65735 5.02797 5.93799 6.41621 7.09448 7.31743 815.908 -120.468 -856.238 -936.428 -400.419 1886.02 1729.43 -94.9742 -5161.76 1521.8 6177.19 -4548.51
9.32401 0.972759 1.92486 2.01283 2.93747 3.78801 4.4773 4.48248 4.76058 5.55793 6.41009 7.38729 7.50951 1027.72 -455.418 -596.872 -1367.55 144.235 1550.48 1550.4 1105.26 -4741.82 1305.54 4805.72 -4316.14
9.21295 0.461228 0.631498 1.47904 2.1032 2.60308 3.50463 4.31649 5.29412 6.17892 6.48672 6.99834 7.61635 403.308 327.355 -181.943 -604.731 -773.914 -8.86701 1721.59 353.199 -2963.42 -1064.16 4202.6 -1399.48
8.76704 0.858001 1.77496 2.12478 2.67141 3.30952 3.85977 4.84438 5.29378 6.00653 6.91871 7.49325 8.08852 354.659 -22.0539 -188.948 -388.549 -335.018 113.695 1133.97 672.395 -1806.45 -834.296 2198.25 -886.18
9.13391 0.684203 1.6365 2.38437 2.63062 3.46935 4.08738 4.29535 5.28635 5.93291 6.4741 7.18895 7.66823 573.227 -44.2961 -590.198 -698.704 -356.426 724.652 1134.6 733.251 -2045.18 -1311.26 3518.37 -1626.52
8.73629 0.85248 1.34275 2.17358 2.69017 3.54242 4.27281 5.1234 5.7569 6.33045 6.34086 7.32319 8.26378 267.813 106.552 -249.206 -430.995 -302.135 470.54 1179.08 94.4079 -1196.89 -1204.45 1731.46 -454.711
